"diet_name"	"class"	"item"	"fed"	"units"	"relative"	"relative_to"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Total"	"Total"	96000	"mg"	1	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Protein"	"Total"	3765.8299	"mg"	0.5106068656377	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Protein"	"Methionine"	70.4979	"mg"	0.355063711911357	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Fat"	"Total"	1655.8524	"mg"	0.623510215276677	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Fat"	"Omega 3 (ALA + EPA + DHA)"	1.602	"mg"	0.00252415436102025	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Fat"	"Omega 6 (LA + GLA + AA)"	5.76	"mg"	0.0017092799658144	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"CHO, by diff"	"Total"	5548.425	"mg"	1	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"CHO, by diff"	"Starch"	2619.2526	"mg"	0.844125354222911	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"CHO, by diff"	"NDF"	9657.0615	"mg"	0.784403922121346	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"CHO, by diff"	"ADF"	798.5034	"mg"	0.327900097704368	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"CHO, by diff"	"Crude Fiber"	16200	"mg"	0.75	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"CHO, by diff"	"TDF"	1408.35	"mg"	1	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Ash"	"Total"	1560.3139	"mg"	0.859083815066774	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Ash"	"Calcium"	254.5206	"mg"	0.765551007738508	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Ash"	"Phosphorus"	107.1639	"mg"	0.641130277047223	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Ash"	"Potassium"	330.5429	"mg"	0.902171699885749	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Ash"	"Magnesium"	356.9876	"mg"	1	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Ash"	"Copper"	0.110766	"mg"	0.241145102881698	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Ash"	"Iron"	2.53316	"mg"	0.459422947541094	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Ash"	"Zinc"	0.7866908	"mg"	0.311901346198922	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Ash"	"Manganese"	0.2648292	"mg"	0.179820437041777	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Ash"	"Ca:P"	2.3750577	"ratio"	1	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit A, IU"	2002.585714	"IU"	0.705645171338466	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit D3"	107.838	"IU"	0.80872030237581	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit E"	4.1797806	"mg"	0.599640678740506	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit K"	0.0238224	"mg"	0.469490155889714	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit B1, Thiamin"	0.0606971	"mg"	0.30479612333032	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit B2, Riboflavin"	0.1715343	"mg"	0.548697304403735	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit B3, Niacin"	0.7195957	"mg"	0.36766734673951	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Choline"	46.2547273	"mg"	0.639914117720468	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit B5, Pantothenic Acid"	0.5137129	"mg"	0.403287119637454	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit B6, Pyridoxine"	0.1147593	"mg"	0.422250717492089	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit B7, Biotin"	0.003015	"mg"	0.359442060085837	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Folic Acid"	0.005625	"mg"	0.0230674595037933	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit B12"	50.0499	"mcg"	0.500877162257504	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Vit C"	11.9245	"mg"	0.946187793944968	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Beta carotene"	1.02329	"mg"	0.669473339875695	"item_max"
"31% watery veg, 31% root veg, 19% insects/egg, 19% gum"	"Vitamins"	"Lycopene"	59.3576923	"mcg"	1	"item_max"
"Oatmeal Gel"	"Total"	"KCal"	90	"kcal"	0.967741935483871	"item_max"
"Oatmeal Gel"	"Total"	"Dry Matter"	29904.5833	"mg"	0.562116227443609	"item_max"
"Oatmeal Gel"	"Total"	"Total"	60342.8571	"mg"	0.628571428125	"item_max"
"Oatmeal Gel"	"Protein"	"Total"	4826.5357	"mg"	0.654427398769515	"item_max"
"Oatmeal Gel"	"Protein"	"Taurine"	17.952	"mg"	1	"item_max"
"Oatmeal Gel"	"Protein"	"Methionine"	86.5872	"mg"	0.436097708385797	"item_max"
"Oatmeal Gel"	"Fat"	"Total"	1618.9643	"mg"	0.609620023631487	"item_max"
"Oatmeal Gel"	"Fat"	"Omega 3 (ALA + EPA + DHA)"	634.668	"mg"	1	"item_max"
"Oatmeal Gel"	"Fat"	"Omega 6 (LA + GLA + AA)"	3369.84	"mg"	1	"item_max"
"Oatmeal Gel"	"CHO, by diff"	"Total"	2005.1413	"mg"	0.361389277137206	"item_max"
"Oatmeal Gel"	"CHO, by diff"	"Starch"	3102.919	"mg"	1	"item_max"
"Oatmeal Gel"	"CHO, by diff"	"NDF"	9629.2364	"mg"	0.78214380214868	"item_max"
"Oatmeal Gel"	"CHO, by diff"	"ADF"	2435.2033	"mg"	1	"item_max"
"Oatmeal Gel"	"CHO, by diff"	"Crude Fiber"	12395	"mg"	0.573842592592593	"item_max"
"Oatmeal Gel"	"CHO, by diff"	"TDF"	606.1627	"mg"	0.43040629104981	"item_max"
"Oatmeal Gel"	"Ash"	"Total"	1816.2534	"mg"	1	"item_max"
"Oatmeal Gel"	"Ash"	"Calcium"	319.6625	"mg"	0.961485824767075	"item_max"
"Oatmeal Gel"	"Ash"	"Phosphorus"	157.1573	"mg"	0.94022617027743	"item_max"
"Oatmeal Gel"	"Ash"	"Potassium"	322.4338	"mg"	0.880039018979447	"item_max"
"Oatmeal Gel"	"Ash"	"Magnesium"	190.9311	"mg"	0.534839585464593	"item_max"
"Oatmeal Gel"	"Ash"	"Copper"	0.4560094	"mg"	0.992763426304292	"item_max"
"Oatmeal Gel"	"Ash"	"Iron"	5.318909	"mg"	0.964656338519026	"item_max"
"Oatmeal Gel"	"Ash"	"Zinc"	2.4372909	"mg"	0.966319057993791	"item_max"
"Oatmeal Gel"	"Ash"	"Manganese"	1.4686281	"mg"	0.997206300490412	"item_max"
"Oatmeal Gel"	"Ash"	"Iodine"	0.0217234	"mg"	1	"item_max"
"Oatmeal Gel"	"Ash"	"Ca:P"	2.0340287	"ratio"	0.856412330529907	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit A, IU"	760.412219	"IU"	0.267944191758135	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit D3"	130.858	"IU"	0.981356491480682	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit E"	6.9704754	"mg"	1	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit K"	0.0495347	"mg"	0.97622632585089	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit B1, Thiamin"	0.1969305	"mg"	0.988904790599578	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit B2, Riboflavin"	0.2770376	"mg"	0.886177192191184	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit B3, Niacin"	1.9250905	"mg"	0.983598034797092	"item_max"
"Oatmeal Gel"	"Vitamins"	"Choline"	35.4238222	"mg"	0.490073236890529	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit B5, Pantothenic Acid"	1.1736679	"mg"	0.921380691047353	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit B6, Pyridoxine"	0.2617895	"mg"	0.96324048863051	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit B7, Biotin"	0.008218	"mg"	0.979732951835956	"item_max"
"Oatmeal Gel"	"Vitamins"	"Folic Acid"	0.2426	"mg"	0.994873897888046	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit B12"	45.2013072	"mcg"	0.452354599722791	"item_max"
"Oatmeal Gel"	"Vitamins"	"Vit C"	12.6026779	"mg"	1	"item_max"
"Oatmeal Gel"	"Vitamins"	"Beta carotene"	0.3394605	"mg"	0.222087340529931	"item_max"
"Oatmeal Gel"	"Vitamins"	"Lycopene"	25.71	"mcg"	0.433136784867898	"item_max"
"Low lectin"	"Total"	"KCal"	93	"kcal"	1	"item_max"
"Low lectin"	"Total"	"Dry Matter"	29799.75	"mg"	0.560145676691729	"item_max"
"Low lectin"	"Total"	"Total"	65000	"mg"	0.677083333333333	"item_max"
"Low lectin"	"Protein"	"Total"	7375.2042	"mg"	1	"item_max"
"Low lectin"	"Protein"	"Methionine"	198.55	"mg"	1	"item_max"
"Low lectin"	"Fat"	"Total"	1018.8493	"mg"	0.383647084956057	"item_max"
"Low lectin"	"Fat"	"Omega 3 (ALA + EPA + DHA)"	1.513	"mg"	0.00238392356318579	"item_max"
"Low lectin"	"Fat"	"Omega 6 (LA + GLA + AA)"	5.44	"mg"	0.0016143199677136	"item_max"
"Low lectin"	"CHO, by diff"	"Total"	2485.5	"mg"	0.447964963030049	"item_max"
"Low lectin"	"CHO, by diff"	"Starch"	863.1667	"mg"	0.278178934093993	"item_max"
"Low lectin"	"CHO, by diff"	"NDF"	9141.782	"mg"	0.742549859082737	"item_max"
"Low lectin"	"CHO, by diff"	"ADF"	681.2886	"mg"	0.279766621538333	"item_max"
"Low lectin"	"CHO, by diff"	"Crude Fiber"	15300	"mg"	0.708333333333333	"item_max"
"Low lectin"	"CHO, by diff"	"TDF"	874.2	"mg"	0.620726381936308	"item_max"
"Low lectin"	"Ash"	"Total"	1531.7611	"mg"	0.843363101206032	"item_max"
"Low lectin"	"Ash"	"Calcium"	254.7411	"mg"	0.766214231057981	"item_max"
"Low lectin"	"Ash"	"Phosphorus"	146.3536	"mg"	0.875590792373723	"item_max"
"Low lectin"	"Ash"	"Potassium"	366.3858	"mg"	1	"item_max"
"Low lectin"	"Ash"	"Magnesium"	50.2238	"mg"	0.140687799800329	"item_max"
"Low lectin"	"Ash"	"Copper"	0.1363007	"mg"	0.296735878557928	"item_max"
"Low lectin"	"Ash"	"Iron"	3.39732	"mg"	0.616150092430131	"item_max"
"Low lectin"	"Ash"	"Zinc"	1.0755473	"mg"	0.426425033533652	"item_max"
"Low lectin"	"Ash"	"Manganese"	0.3085885	"mg"	0.209533234764394	"item_max"
"Low lectin"	"Ash"	"Iodine"	0.00014	"mg"	0.00644466335840614	"item_max"
"Low lectin"	"Ash"	"Ca:P"	1.7405865	"ratio"	0.732860721657415	"item_max"
"Low lectin"	"Vitamins"	"Vit A, IU"	2837.95	"IU"	1	"item_max"
"Low lectin"	"Vitamins"	"Vit D3"	94.452	"IU"	0.708333333333333	"item_max"
"Low lectin"	"Vitamins"	"Vit E"	4.395832	"mg"	0.630635896082497	"item_max"
"Low lectin"	"Vitamins"	"Vit K"	0.024125	"mg"	0.475453775053704	"item_max"
"Low lectin"	"Vitamins"	"Vit B1, Thiamin"	0.043	"mg"	0.215928492517827	"item_max"
"Low lectin"	"Vitamins"	"Vit B2, Riboflavin"	0.30765	"mg"	0.984098956883895	"item_max"
"Low lectin"	"Vitamins"	"Vit B3, Niacin"	0.81165	"mg"	0.41470120232948	"item_max"
"Low lectin"	"Vitamins"	"Choline"	27.825	"mg"	0.384946823058495	"item_max"
"Low lectin"	"Vitamins"	"Vit B5, Pantothenic Acid"	0.53635	"mg"	0.42105823431249	"item_max"
"Low lectin"	"Vitamins"	"Vit B6, Pyridoxine"	0.08041	"mg"	0.295864302008978	"item_max"
"Low lectin"	"Vitamins"	"Vit B7, Biotin"	0.00613	"mg"	0.730805913209347	"item_max"
"Low lectin"	"Vitamins"	"Folic Acid"	0.01125	"mg"	0.0461349190075866	"item_max"
"Low lectin"	"Vitamins"	"Vit B12"	99.9245	"mcg"	1	"item_max"
"Low lectin"	"Vitamins"	"Vit C"	2.784	"mg"	0.220905431535309	"item_max"
"Low lectin"	"Vitamins"	"Beta carotene"	1.5285	"mg"	1	"item_max"
"Low lectin"	"Vitamins"	"Lycopene"	0.1	"mcg"	0.0016847016136441	"item_max"
